utterance_id,policy_id,model_id,scenario_uid,persona_name,kg_role,phase,round,applicable_norms,machine_violation,machine_violation_reason,full_text,gold_violation
BK21_deepseek_15_Activities_initial_3,BK21,deepseek,BK21_deepseek_15,부산 (oqg3qt),EducationResearchGroup:EducationResearchGroup,Activities,initial,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of a chemistry education research group at a national university in Busan, I have direct experience with BK21 fund disbursement and evaluation processes. The total funds disbursed must match the allocated 408,080,000,000 KRW because the policy mandates a 70% March and 30% September payment schedule, and I have never experienced delays in my group's funding. Evaluation panels are convened for three distinct purposes: annual evaluation, mid-term evaluation (planned for 2023, not 2022), and compliance checks. However, for the 2022 window, only the annual evaluation and compliance checks are active, but the policy mentions three formal panel meetings per year per group, so I estimate 3. Consulting sessions are offered to groups that request them; the policy states 280 out of 578 groups received consulting, which matches my experience that about half of groups seek consulting. Compliance checks target the 205 innovative talent groups, as specified in the policy context, and my group is not among them, but I know from colleagues that these checks are conducted on all innovative talent groups. Other participants' estimates align with mine, and I see no reason to diverge given the policy's explicit numbers and my operational experience.",FALSE
BK21_deepseek_15_Activities_revised_3,BK21,deepseek,BK21_deepseek_15,부산 (oqg3qt),EducationResearchGroup:EducationResearchGroup,Activities,revised,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of a chemistry education research group at a national university in Busan, I have direct experience with BK21 fund disbursement and evaluation processes. The total funds disbursed must match the allocated 408,080,000,000 KRW because the policy mandates a 70% March and 30% September payment schedule, and I have never experienced delays in my group's funding. Evaluation panels are convened for three distinct purposes: annual evaluation, mid-term evaluation (planned for 2023, not 2022), and compliance checks. However, for the 2022 window, only the annual evaluation and compliance checks are active, but the policy mentions three formal panel meetings per year per group, so I estimate 3. Consulting sessions are offered to groups that request them; the policy states 280 out of 578 groups received consulting, which matches my experience that about half of groups seek consulting. Compliance checks target the 205 innovative talent groups, as specified in the policy context, and my group is not among them, but I know from colleagues that these checks are conducted on all innovative talent groups. Other participants' estimates align with mine, and I see no reason to diverge given the policy's explicit numbers and my operational experience.",FALSE
BK21_deepseek_15_Impact_revised_1,BK21,deepseek,BK21_deepseek_15,인하대학교,GraduateStudent:GraduateStudent,Impact,revised,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a doctoral student in English literature at Inha University, I see the impact phase as the long-term result of sustained investment in graduate talent development. The BK21 program's consistent funding of 19,000 graduate slots and 577 postdoc positions annually, along with the high output of 28,500 publications and 5,700 international conference presentations in 2022, builds a strong talent pipeline. Over a decade, these graduates and postdocs advance in their careers, becoming faculty, industry leaders, and collaborators, which enhances South Korea's global S&T talent competitiveness. The dissemination of outstanding group achievements through the BK21 webzine and forums spreads best practices across institutions, improving research culture in terms of integrity, collaboration, and interdisciplinarity. However, the impact on national rank is gradual; I estimate South Korea will move from around 18th to 16th in the global S&T talent competitiveness index over the decade, as other nations also invest heavily. For high-impact publications, the increased focus on quality and collaboration, supported by the program's evaluation and consulting feedback loops, should raise the rate from about 10 to 11.2 per 1000 researchers, reflecting a modest but meaningful improvement in research excellence. I note that 부산 (oqg3qt) estimated a rank of 15 and 12.5 high-impact publications, but I am slightly more conservative because as a humanities researcher, I see that the benefits of interdisciplinary collaboration take longer to materialize in high-impact metrics, and the humanities and social sciences groups may not contribute as directly to top-cited publications in S&T fields.",FALSE
BK21_deepseek_15_Impact_initial_3,BK21,deepseek,BK21_deepseek_15,대전 (7qc9g7),EducationResearchGroup:EducationResearchGroup,Impact,initial,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of an innovative talent training education research group in electrical and electronic engineering at a Daejeon-based engineering university, I see the impact phase as the culmination of sustained investment over a decade. The BK21 program's consistent funding of 19,000 graduate slots and 577 postdoc positions annually, combined with the high output of 28,500 publications and 5,700 international conference presentations in 2022, builds a strong talent pipeline. Over time, these graduates and postdocs advance in their careers, becoming faculty, industry leaders, and collaborators, which enhances South Korea's global S&T talent competitiveness. The dissemination of outstanding group achievements through the BK21 webzine and forums spreads best practices across institutions, improving research culture in terms of integrity, collaboration, and interdisciplinarity. However, the impact on national rank is gradual; I estimate South Korea will move from around 18th to 15th in the global S&T talent competitiveness index over the decade, as other nations also invest heavily. For high-impact publications, the increased focus on quality and collaboration, supported by the program's evaluation and consulting feedback loops, should raise the rate from about 10 to 12.0 per 1000 researchers, reflecting a modest but meaningful improvement in research excellence. I note that 부산 (oqg3qt) estimated a rank of 15 and 12.5 high-impact publications, while 인하대학교 (GraduateStudent) estimated 16 and 11.2. I agree with 부산 on the rank because the engineering and science fields I am in are strong contributors to S&T competitiveness, but I am slightly more conservative on high-impact publications because not all fields benefit equally from interdisciplinary collaboration, and the humanities and social sciences groups may not contribute as directly to top-cited publications in S&T fields.",FALSE
BK21_deepseek_15_Inputs_initial_2,BK21,deepseek,BK21_deepseek_15,부산 (oqg3qt),EducationResearchGroup:EducationResearchGroup,Inputs,initial,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of an education research group in chemistry at a national university in Busan, I have direct experience managing BK21 funds and allocating slots. The total funding of 408,080 million KRW is a fixed annual budget from the Ministry of Education, as stated in the policy context. For graduate scholarship slots, my group typically supports about 30 students, and across 577 groups, the total of 19,000 slots aligns with the policy's mention of 12,600 future talent and 6,400 innovative talent students. The stipend levels (700K-1.3M KRW) are minimums, so actual slots depend on budget distribution; my estimate matches the policy's aggregate numbers. For postdoc positions, I know each of the 577 groups funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates are consistent with mine, and I see no reason to diverge given the policy's explicit figures.",FALSE
BK21_deepseek_15_Inputs_initial_0,BK21,deepseek,BK21_deepseek_15,강원대학교,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,initial,[can] Early-career researchers can participate in education research groups under the BK21 program. | [can] Early career researchers can apply to participate in a BK21 education research group. | [must] Early-career researchers must meet eligibility criteria to participate in the BK21 program. | [can] Early career researchers can participate in BK21 education research groups. | [must] Early career researchers must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies.,FALSE,,"As an early-career researcher at Kangwon National University's geology department, I see the BK21 program's inputs from the ground up. The total funding allocated to Hanyang University's BK21 program for 2022 is 408,080 million KRW, as stated in the policy context. This covers education research group budgets and graduate innovation support. For graduate scholarship slots, I estimate about 19,000 slots based on the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. The policy mentions about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling around 19,000. This aligns with the budget and stipend rates. For postdoc positions, I estimate 577, matching the number of education research groups supported, as each group typically funds at least one postdoc with the minimum 3M KRW monthly salary. My perspective as a funded researcher confirms these numbers are realistic for enabling focused research.",FALSE
BK21_deepseek_15_Inputs_revised_3,BK21,deepseek,BK21_deepseek_15,인하대학교,GraduateStudent:GraduateStudent,Inputs,revised,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a doctoral student in English literature at Inha University, I see the BK21 inputs from the perspective of a funded researcher. The policy context clearly states the total annual budget is 408,080 million KRW, which is a fixed amount from the Ministry of Education. For graduate scholarship slots, the policy mentions about 12,600 future talent and 6,400 innovative talent students per year, totaling 19,000. This aligns with the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. For postdoc positions, the policy states there are 577 education research groups, and each typically funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates match these numbers, and I agree because the policy context provides explicit figures. My own experience confirms that these inputs are realistic for supporting focused research.",FALSE
BK21_deepseek_15_Inputs_initial_4,BK21,deepseek,BK21_deepseek_15,한양대학교 (a9uu3p),GraduateStudent:GraduateStudent,Inputs,initial,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a master's student in mechanical engineering at Hanyang University ERICA, I see the BK21 inputs directly from my own funding. The policy context clearly states the total annual budget is 408,080 million KRW, which is a fixed amount from the Ministry of Education. For graduate scholarship slots, the policy mentions about 12,600 future talent and 6,400 innovative talent students per year, totaling 19,000. This aligns with the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. For postdoc positions, the policy states there are 577 education research groups, and each typically funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates match these numbers, and I agree because the policy context provides explicit figures. My own experience confirms that these inputs are realistic for supporting focused research.",FALSE
BK21_deepseek_15_Inputs_revised_1,BK21,deepseek,BK21_deepseek_15,대전 (7qc9g7),EducationResearchGroup:EducationResearchGroup,Inputs,revised,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of an education research group in the innovative talent training project at a Daejeon-based engineering university, I see the inputs from the ground up. The total funding allocated to Hanyang University's BK21 program for 2022 is 408,080 million KRW, as stated in the policy context. This covers education research group budgets and graduate innovation support. For graduate scholarship slots, I estimate about 19,000 slots based on the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. The policy mentions about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling around 19,000. This aligns with the budget and stipend rates. For postdoc positions, I estimate 577, matching the number of education research groups supported, as each group typically funds at least one postdoc with the minimum 3M KRW monthly salary. My perspective as a funded researcher confirms these numbers are realistic for enabling focused research.",FALSE
BK21_deepseek_15_Inputs_revised_4,BK21,deepseek,BK21_deepseek_15,한양대학교 (a9uu3p),GraduateStudent:GraduateStudent,Inputs,revised,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a master's student in mechanical engineering at Hanyang University ERICA, I see the BK21 inputs directly from my own funding. The policy context clearly states the total annual budget is 408,080 million KRW, which is a fixed amount from the Ministry of Education. For graduate scholarship slots, the policy mentions about 12,600 future talent and 6,400 innovative talent students per year, totaling 19,000. This aligns with the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. For postdoc positions, the policy states there are 577 education research groups, and each typically funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates match these numbers, and I agree because the policy context provides explicit figures. My own experience confirms that these inputs are realistic for supporting focused research.",FALSE
BK21_deepseek_15_Inputs_initial_3,BK21,deepseek,BK21_deepseek_15,인하대학교,GraduateStudent:GraduateStudent,Inputs,initial,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a doctoral student in English literature at Inha University, I see the BK21 inputs from the perspective of a funded researcher. The policy context clearly states the total annual budget is 408,080 million KRW, which is a fixed amount from the Ministry of Education. For graduate scholarship slots, the policy mentions about 12,600 future talent and 6,400 innovative talent students per year, totaling 19,000. This aligns with the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. For postdoc positions, the policy states there are 577 education research groups, and each typically funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates match these numbers, and I agree because the policy context provides explicit figures. My own experience confirms that these inputs are realistic for supporting focused research.",FALSE
BK21_deepseek_15_Inputs_revised_2,BK21,deepseek,BK21_deepseek_15,부산 (oqg3qt),EducationResearchGroup:EducationResearchGroup,Inputs,revised,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of an education research group in chemistry at a national university in Busan, I have direct experience managing BK21 funds and allocating slots. The total funding of 408,080 million KRW is a fixed annual budget from the Ministry of Education, as stated in the policy context. For graduate scholarship slots, my group typically supports about 30 students, and across 577 groups, the total of 19,000 slots aligns with the policy's mention of 12,600 future talent and 6,400 innovative talent students. The stipend levels (700K-1.3M KRW) are minimums, so actual slots depend on budget distribution; my estimate matches the policy's aggregate numbers. For postdoc positions, I know each of the 577 groups funds at least one postdoc at the minimum 3M KRW monthly salary, leading to 577 positions. Other participants' estimates are consistent with mine, and I see no reason to diverge given the policy's explicit figures.",FALSE
BK21_deepseek_15_Inputs_revised_0,BK21,deepseek,BK21_deepseek_15,강원대학교,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,revised,[can] Early-career researchers can participate in education research groups under the BK21 program. | [can] Early career researchers can apply to participate in a BK21 education research group. | [must] Early-career researchers must meet eligibility criteria to participate in the BK21 program. | [can] Early career researchers can participate in BK21 education research groups. | [must] Early career researchers must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies.,FALSE,,"As an early-career researcher at Kangwon National University's geology department, I see the BK21 program's inputs from the ground up. The total funding allocated to Hanyang University's BK21 program for 2022 is 408,080 million KRW, as stated in the policy context. This covers education research group budgets and graduate innovation support. For graduate scholarship slots, I estimate about 19,000 slots based on the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. The policy mentions about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling around 19,000. This aligns with the budget and stipend rates. For postdoc positions, I estimate 577, matching the number of education research groups supported, as each group typically funds at least one postdoc with the minimum 3M KRW monthly salary. My perspective as a funded researcher confirms these numbers are realistic for enabling focused research.",FALSE
BK21_deepseek_15_Inputs_initial_1,BK21,deepseek,BK21_deepseek_15,대전 (7qc9g7),EducationResearchGroup:EducationResearchGroup,Inputs,initial,"[must] Education research groups must submit evaluation reports. | [can] Education research groups can autonomously execute funds within the support upper limit according to purpose. | [must] Education research groups must submit self-evaluation reports through the BK21 comprehensive information management system. | [cannot] 3 education research groups with suspended execution are excluded from submitting self-evaluation reports and therefore cannot receive funds. | [can] Education research groups that wish to receive consulting may apply. | [must] Education research groups that wish to receive consulting must submit a consulting report including self-evaluation report, self-evaluation results report, and consulting request. | [must] Education research groups must submit a consulting report to receive consulting. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [must] Innovative Talent Training education research groups must meet implementation requirements from the selection stage. | [must] Education research groups must comply with budget reduction rules for participation restrictions and fraud. | [must] Education research groups must comply with the budget adjustment rule that reduces budget for bottom universities and reallocates to top universities. | [must] Education research groups must submit performance reports for the implementation check. | [must] Education research groups must submit self-evaluation reports for annual self-check. | [can] Education research groups in specific fields and universities are supported under the BK21 program. | [cannot] Education research groups not listed in the field-university table are not supported. | [can] Education research groups in the Innovative Talent Training program can apply for support in new industry fields. | [can] Education research groups in science and technology fields can apply for support under the Future Talent Training project. | [must] Education research groups must submit employment status data as evidence for the employment rate indicator.",FALSE,,"As the head of an education research group in the innovative talent training project at a Daejeon-based engineering university, I see the inputs from the ground up. The total funding allocated to Hanyang University's BK21 program for 2022 is 408,080 million KRW, as stated in the policy context. This covers education research group budgets and graduate innovation support. For graduate scholarship slots, I estimate about 19,000 slots based on the monthly stipend levels (700K-1.3M KRW) and the total budget for graduate support. The policy mentions about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling around 19,000. This aligns with the budget and stipend rates. For postdoc positions, I estimate 577, matching the number of education research groups supported, as each group typically funds at least one postdoc with the minimum 3M KRW monthly salary. My perspective as a funded researcher confirms these numbers are realistic for enabling focused research.",FALSE
BK21_deepseek_15_Outcomes_revised_4,BK21,deepseek,BK21_deepseek_15,강원대학교,EarlyCareerResearcher:EarlyCareerResearcher,Outcomes,revised,[can] Early-career researchers can participate in education research groups under the BK21 program. | [can] Early career researchers can apply to participate in a BK21 education research group. | [must] Early-career researchers must meet eligibility criteria to participate in the BK21 program. | [can] Early career researchers can participate in BK21 education research groups. | [must] Early career researchers must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies.,FALSE,,"As an early-career researcher in geology at Kangwon National University, I see the outcomes phase as a direct result of the fixed inputs, activities, and outputs. With 19,000 graduate slots and 577 postdoc positions fully funded, and with 28,500 publications and 5,700 international conference presentations produced, the international collaboration rate is naturally high because many of those presentations and co-authored papers involve international partners. The policy's support for international conferences and collaboration incentives directly boosts this rate. For employment, the strong network built through industry collaborations and the reputation of the BK21 program, combined with the training and mentoring from full-time faculty (who now deliver about 85% of lecture hours, up from lower ratios due to the program's emphasis on full-time faculty), leads to a high employment rate of about 86.8% within one year of graduation. This is consistent with the policy's target of increasing employment rate by 0.3% per year from a baseline of 86.7% (2010-2012 average), and given the current economic conditions, I estimate a slight improvement to 86.8%. The evaluation and consulting feedback loops ensure that groups with lower performance receive targeted consulting, which improves their outcomes over time. I note that other participants have posted similar estimates, and I agree with their reasoning because it aligns with my own experience as a funded researcher.",FALSE
BK21_deepseek_15_Outcomes_initial_1,BK21,deepseek,BK21_deepseek_15,인하대학교,GraduateStudent:GraduateStudent,Outcomes,initial,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a doctoral student in English literature at Inha University, I see the outcomes phase as a direct result of the inputs, activities, and outputs we've established. With 19,000 graduate slots and 577 postdoc positions fully funded, and with 28,500 publications and 5,700 international conference presentations produced, the international collaboration rate is naturally high because many of those presentations and co-authored papers involve international partners. The policy's support for international conferences and collaboration incentives (e.g., budget for internationalization) directly boosts this rate. For employment, the strong network built through industry collaborations and the reputation of the BK21 program, combined with the training and mentoring from full-time faculty (who now deliver about 85% of lecture hours, up from lower ratios due to the program's emphasis on full-time faculty), leads to a high employment rate of about 86.8% within one year of graduation. This is consistent with the policy's target of increasing employment rate by 0.3% per year from a baseline of 86.7% (2010-2012 average), and given the current economic conditions, I estimate a slight improvement to 86.8%. The evaluation and consulting feedback loops ensure that groups with lower performance receive targeted consulting, which improves their outcomes over time. My estimates are grounded in my personal experience as a funded researcher and group leader, and I note that other participants have not yet posted, so I rely on my own reasoning.",FALSE
BK21_deepseek_16_Inputs_revised_0,BK21,deepseek,BK21_deepseek_16,전북대학교 (05m6d5),GraduateStudent:GraduateStudent,Inputs,revised,[can] Graduate students can apply to participate in a BK21 education research group. | [must] Graduate students must meet eligibility criteria to participate in the BK21 program. | [must] Graduate students must complete mandatory online education for human rights protection and prevention of participation in fraudulent academic societies. | [must] Graduate students must meet eligibility criteria to participate in BK21.,FALSE,,"As a graduate student at Jeonbuk National University in the BK21 program, I see the total funding allocated to Hanyang University's BK21 program as part of the national budget. The policy context states the annual budget is approximately 408,080 million KRW for education research group support, plus 52,896 million KRW for graduate innovation support, totaling about 460,976 million KRW for the entire program across all universities. For Hanyang University specifically, I estimate its share based on its size and number of research groups. Hanyang is a large university with many engineering and science groups, so I assume it gets about 10% of the total, which is roughly 40.8 billion KRW. This is a rough estimate, but it aligns with the scale of the program. For graduate scholarship slots, the policy says master's students get 700,000 KRW/month, doctoral candidates 1,000,000 KRW/month, and doctoral students 1,300,000 KRW/month. With the total budget for Hanyang, if we assume half goes to graduate stipends, that's about 20.4 billion KRW. If the average stipend is around 1,000,000 KRW/month per student, that would support about 20,400 student-months per year, or roughly 1,700 full-time equivalent students per year. But since the program supports about 12,600 graduate students per year nationally in the future talent training project, and Hanyang is a major university, I estimate it hosts around 1,500-2,000 graduate students in BK21. However, the simulation target is for 2022, and the program started in 2020, so the active cohort includes students from 2020 and 2021 cohorts. I'll estimate 19,000 slots as a total number of monthly stipend slots funded for the year, meaning each slot is a month of support, so 19,000 slots could cover about 1,583 students for 12 months. For postdoc positions, the policy says minimum salary is 3,000,000 KRW/month. With a smaller portion of the budget, say 10% of the total for Hanyang (4.08 billion KRW), that could support about 113 postdocs for 12 months, but I'll round up to 1,000 positions nationally for Hanyang's share, as postdocs are fewer than graduate students.",FALSE
