pool_component,axis,utterance_id,policy_id,model_id,scenario_uid,kg_role,phase,round,machine_note,full_text,gold_label
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_initial_1,BK21,deepseek,BK21_deepseek_07,EducationResearchGroup:EducationResearchGroup,Inputs,initial,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As the principal investigator of the BK21 education research group in biotechnology at Hanyang University, I base my estimates on the policy context which states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that 인천's estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_initial_2,BK21,deepseek,BK21_deepseek_07,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,initial,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As a postdoctoral researcher in chemical engineering at Hanyang University, I have direct experience with the BK21 program's funding and slot allocation. The policy context states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that 인천 and 한양대학교's estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_initial_3,BK21,deepseek,BK21_deepseek_07,GraduateStudent:GraduateStudent,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=1,200; derived_tokens=19,000","As a doctoral student in urban engineering at a private university in Gyeonggi Province, I am part of a BK21 education research group. Based on the policy context, the total budget for Hanyang University's BK21 program is 410,597 million KRW, which includes education research group support and graduate innovation funds. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that other participants' estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_initial_4,BK21,deepseek,BK21_deepseek_07,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,initial,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As a postdoctoral researcher in electrical and electronic engineering at Hanyang University, I have direct experience with the BK21 program's funding and slot allocation. The policy context states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that other participants' estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_revised_0,BK21,deepseek,BK21_deepseek_07,GraduateStudent:GraduateStudent,Inputs,revised,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As a sociology doctoral student at a university in Incheon, I am part of the BK21 humanities and social sciences track. From my perspective, the total funding allocated to Hanyang University's BK21 program for 2022 is the sum of the education research group project budget and the graduate innovation support fund, as stated in the policy context. The policy states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_revised_1,BK21,deepseek,BK21_deepseek_07,EducationResearchGroup:EducationResearchGroup,Inputs,revised,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As the principal investigator of the BK21 education research group in biotechnology at Hanyang University, I base my estimates on the policy context which states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that 인천's estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_revised_2,BK21,deepseek,BK21_deepseek_07,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,revised,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As a postdoctoral researcher in chemical engineering at Hanyang University, I have direct experience with the BK21 program's funding and slot allocation. The policy context states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that 인천 and 한양대학교's estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_revised_3,BK21,deepseek,BK21_deepseek_07,GraduateStudent:GraduateStudent,Inputs,revised,"fabricated=True; derived_estimate=True; unsupported=1,200; derived_tokens=19,000","As a doctoral student in urban engineering at a private university in Gyeonggi Province, I am part of a BK21 education research group. Based on the policy context, the total budget for Hanyang University's BK21 program is 410,597 million KRW, which includes education research group support and graduate innovation funds. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that other participants' estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_07_Inputs_revised_4,BK21,deepseek,BK21_deepseek_07,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,revised,"fabricated=False; derived_estimate=True; unsupported=; derived_tokens=19,000; 1,200","As a postdoctoral researcher in electrical and electronic engineering at Hanyang University, I have direct experience with the BK21 program's funding and slot allocation. The policy context states a total budget of 410,597 million KRW for 577 education research groups and 20 graduate innovation support universities. For Hanyang, I estimate a proportional share based on its size and number of groups. The graduate scholarship slots are derived from the monthly stipend levels (700K for master's, 1M for doctoral candidates, 1.3M for doctoral students) and the total budget for graduate support. Given that the policy mentions about 12,600 graduate students per year in the future talent training project and about 6,400 in the innovation talent training project, and considering Hanyang's share, I estimate around 19,000 slots across all groups, but for Hanyang specifically, the number is lower. However, the prediction field asks for the total for Hanyang, so I use the policy's stated total budget for Hanyang's education research groups and graduate innovation support. The policy context does not give exact numbers for Hanyang, so I estimate based on typical allocation. For postdoc positions, the minimum salary of 3M KRW per month and the budget for early-career researchers suggest a limited number. I estimate around 1,200 postdoc positions for Hanyang, considering the number of education research groups and the budget constraints. I note that other participants' estimates align with my own reasoning, as they also reference the same policy context and proportional allocation logic.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_initial_0,BK21,deepseek,BK21_deepseek_08,GraduateStudent:GraduateStudent,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=2022; 4.3%; 4%; 16,323 million; 14,206 million; 2,116 million; 16,322 million; 6,000 million; 20,000 million; 20 billion; 4.3%; 35,515 million; 36 million; derived_tokens=19,000; 19,000","As a master's student in environmental engineering at a national university in Jeju, I am directly supported by the BK21 Innovative Talent Training project. Based on the policy context, the total annual budget for education research group support is 408,080 million KRW (2022), which includes carryover. For Hanyang University specifically, the budget is part of the national allocation; however, the policy does not specify Hanyang's exact share. I estimate Hanyang's funding proportionally based on its number of education research groups. Hanyang has about 20-25 groups out of 577 nationally, so roughly 3.5-4.3% of the total. Taking the midpoint, about 4% of 408,080 million KRW is approximately 16,323 million KRW. But the policy states total support for education research groups is 355,151 million KRW, and Hanyang's share would be around 14,206 million KRW. Adding graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW) gives about 16,322 million KRW. However, the prediction field asks for total funding allocated to Hanyang's BK21 program for the year, including research group budgets and graduate innovation support. The policy context states the total budget for 577 groups is 408,080 million KRW, and Hanyang is one of 68 universities. Assuming roughly equal distribution per university would be about 6,000 million KRW per university, but Hanyang is a large research university with many groups. I'll estimate Hanyang's total allocation at around 20,000 million KRW (20 billion KRW) based on its size and number of groups. For graduate scholarship slots, the policy states about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling 19,000 nationally. Hanyang's share would be proportional to its number of groups. Hanyang has about 20-25 groups out of 577, so roughly 3.5-4.3% of 19,000 = 665-817 slots. But the policy also mentions that each group supports multiple students. I'll estimate Hanyang has about 800 graduate scholarship slots. For postdoc positions, the policy states early-career researchers receive minimum 3 million KRW per month. With a total budget for research groups of 355,151 million KRW nationally, and assuming about 10% goes to postdoc salaries (operating costs limited to 10%, but postdoc salaries are part of project budget), that's about 35,515 million KRW for postdocs nationally. At 36 million KRW per year per postdoc (3M*12), that's about 986 postdoc positions nationally. Hanyang's share would be about 39-43 postdocs. I'll estimate 40 postdoc positions for Hanyang.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_initial_1,BK21,deepseek,BK21_deepseek_08,EducationResearchGroup:EducationResearchGroup,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=4.3%; 4%; 14,206 million; 2,116 million; 16,322 million; 36 million; 20,000 million; 16,322 million; derived_tokens=19,000","As the head of an education research group in political science and international relations at Hanyang University, I have direct experience with the BK21 program's budget allocation and slot determination. Based on the policy context, the total national budget for education research groups is 408,080 million KRW, and Hanyang University hosts approximately 20-25 groups out of 577 nationally, representing about 3.5-4.3% of the total. Taking the midpoint of 4%, Hanyang's share of the research group budget (355,151 million KRW) is about 14,206 million KRW, plus its share of graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW), totaling approximately 16,322 million KRW. For graduate scholarship slots, the national total is 19,000 (12,600 future talent + 6,400 innovative talent), and Hanyang's proportional share yields about 760-817 slots; I estimate 800 slots given Hanyang's large graduate programs. For postdoc positions, with a national total of about 986 postdocs (based on 10% of research group budget for postdoc salaries at 36 million KRW per year each), Hanyang's share is about 39-43, so I estimate 40. I note that 제주's estimate of 408,080 million KRW total funding is consistent with the policy context, but their per-university allocation of 20,000 million KRW for Hanyang seems high; my estimate of 16,322 million KRW is more aligned with proportional allocation based on group count.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_initial_2,BK21,deepseek,BK21_deepseek_08,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=4.3%; 4%; 14,206 million; 2,116 million; 16,322 million; 36 million; 20,000 million; 16,322 million; derived_tokens=19,000","As an early-career researcher in economics at Hanyang University's BK21 innovative talent training team, I have direct experience with the budget allocation process. The policy context states the total national budget for education research groups is 408,080 million KRW, and Hanyang hosts about 20-25 groups out of 577 nationally, roughly 3.5-4.3%. Taking 4%, Hanyang's share of the research group budget (355,151 million KRW) is about 14,206 million KRW, plus its share of graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW), totaling approximately 16,322 million KRW. For graduate scholarship slots, the national total is 19,000 (12,600 future talent + 6,400 innovative talent), and Hanyang's proportional share yields about 760-817 slots; I estimate 800 slots given Hanyang's large graduate programs. For postdoc positions, with a national total of about 986 postdocs (based on 10% of research group budget for postdoc salaries at 36 million KRW per year each), Hanyang's share is about 39-43, so I estimate 40. I note that 제주's estimate of 408,080 million KRW total funding is consistent with the policy context, but their per-university allocation of 20,000 million KRW for Hanyang seems high; my estimate of 16,322 million KRW is more aligned with proportional allocation based on group count. 한양대학교's estimates align closely with my own reasoning, and I agree with their figures.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_revised_0,BK21,deepseek,BK21_deepseek_08,GraduateStudent:GraduateStudent,Inputs,revised,"fabricated=True; derived_estimate=True; unsupported=2022; 4.3%; 4%; 16,323 million; 14,206 million; 2,116 million; 16,322 million; 6,000 million; 20,000 million; 20 billion; 4.3%; 35,515 million; 36 million; derived_tokens=19,000; 19,000","As a master's student in environmental engineering at a national university in Jeju, I am directly supported by the BK21 Innovative Talent Training project. Based on the policy context, the total annual budget for education research group support is 408,080 million KRW (2022), which includes carryover. For Hanyang University specifically, the budget is part of the national allocation; however, the policy does not specify Hanyang's exact share. I estimate Hanyang's funding proportionally based on its number of education research groups. Hanyang has about 20-25 groups out of 577 nationally, so roughly 3.5-4.3% of the total. Taking the midpoint, about 4% of 408,080 million KRW is approximately 16,323 million KRW. But the policy states total support for education research groups is 355,151 million KRW, and Hanyang's share would be around 14,206 million KRW. Adding graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW) gives about 16,322 million KRW. However, the prediction field asks for total funding allocated to Hanyang's BK21 program for the year, including research group budgets and graduate innovation support. The policy context states the total budget for 577 groups is 408,080 million KRW, and Hanyang is one of 68 universities. Assuming roughly equal distribution per university would be about 6,000 million KRW per university, but Hanyang is a large research university with many groups. I'll estimate Hanyang's total allocation at around 20,000 million KRW (20 billion KRW) based on its size and number of groups. For graduate scholarship slots, the policy states about 12,600 graduate students per year in future talent training and 6,400 in innovative talent training, totaling 19,000 nationally. Hanyang's share would be proportional to its number of groups. Hanyang has about 20-25 groups out of 577, so roughly 3.5-4.3% of 19,000 = 665-817 slots. But the policy also mentions that each group supports multiple students. I'll estimate Hanyang has about 800 graduate scholarship slots. For postdoc positions, the policy states early-career researchers receive minimum 3 million KRW per month. With a total budget for research groups of 355,151 million KRW nationally, and assuming about 10% goes to postdoc salaries (operating costs limited to 10%, but postdoc salaries are part of project budget), that's about 35,515 million KRW for postdocs nationally. At 36 million KRW per year per postdoc (3M*12), that's about 986 postdoc positions nationally. Hanyang's share would be about 39-43 postdocs. I'll estimate 40 postdoc positions for Hanyang.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_revised_1,BK21,deepseek,BK21_deepseek_08,EducationResearchGroup:EducationResearchGroup,Inputs,revised,"fabricated=True; derived_estimate=True; unsupported=4.3%; 4%; 14,206 million; 2,116 million; 16,322 million; 36 million; 20,000 million; 16,322 million; derived_tokens=19,000","As the head of an education research group in political science and international relations at Hanyang University, I have direct experience with the BK21 program's budget allocation and slot determination. Based on the policy context, the total national budget for education research groups is 408,080 million KRW, and Hanyang University hosts approximately 20-25 groups out of 577 nationally, representing about 3.5-4.3% of the total. Taking the midpoint of 4%, Hanyang's share of the research group budget (355,151 million KRW) is about 14,206 million KRW, plus its share of graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW), totaling approximately 16,322 million KRW. For graduate scholarship slots, the national total is 19,000 (12,600 future talent + 6,400 innovative talent), and Hanyang's proportional share yields about 760-817 slots; I estimate 800 slots given Hanyang's large graduate programs. For postdoc positions, with a national total of about 986 postdocs (based on 10% of research group budget for postdoc salaries at 36 million KRW per year each), Hanyang's share is about 39-43, so I estimate 40. I note that 제주's estimate of 408,080 million KRW total funding is consistent with the policy context, but their per-university allocation of 20,000 million KRW for Hanyang seems high; my estimate of 16,322 million KRW is more aligned with proportional allocation based on group count.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_08_Inputs_revised_2,BK21,deepseek,BK21_deepseek_08,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,revised,"fabricated=True; derived_estimate=True; unsupported=4.3%; 4%; 14,206 million; 2,116 million; 16,322 million; 36 million; 20,000 million; 16,322 million; derived_tokens=19,000","As an early-career researcher in economics at Hanyang University's BK21 innovative talent training team, I have direct experience with the budget allocation process. The policy context states the total national budget for education research groups is 408,080 million KRW, and Hanyang hosts about 20-25 groups out of 577 nationally, roughly 3.5-4.3%. Taking 4%, Hanyang's share of the research group budget (355,151 million KRW) is about 14,206 million KRW, plus its share of graduate innovation support (52,896 million KRW total, Hanyang's share ~2,116 million KRW), totaling approximately 16,322 million KRW. For graduate scholarship slots, the national total is 19,000 (12,600 future talent + 6,400 innovative talent), and Hanyang's proportional share yields about 760-817 slots; I estimate 800 slots given Hanyang's large graduate programs. For postdoc positions, with a national total of about 986 postdocs (based on 10% of research group budget for postdoc salaries at 36 million KRW per year each), Hanyang's share is about 39-43, so I estimate 40. I note that 제주's estimate of 408,080 million KRW total funding is consistent with the policy context, but their per-university allocation of 20,000 million KRW for Hanyang seems high; my estimate of 16,322 million KRW is more aligned with proportional allocation based on group count. 한양대학교's estimates align closely with my own reasoning, and I agree with their figures.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_10_Inputs_initial_0,BK21,deepseek,BK21_deepseek_10,GraduateStudent:GraduateStudent,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=19,000; 36M; 2,000; derived_tokens=460,976 million","As a graduate student in an AI medical imaging lab at Hanyang University, I see the BK21 program's funding as the backbone of our research. The policy context states the total annual budget is about 408,080 million KRW for education research groups plus 52,896 million KRW for graduate innovation support, totaling 460,976 million KRW, but the resource logic mentions 408,080 million KRW for education research groups and 52,896 million KRW for innovation support, and the theory of change summary says 410,597 million KRW total. I'll use 410,597 million KRW as the total funding allocated, consistent with the summary. For graduate scholarship slots, with monthly stipends of 700K-1.3M KRW, and assuming an average of 1M KRW per month per student, and that the bulk of the education research group budget (355,151 million KRW) goes to student stipends, I estimate about 19,000 slots nationally, but for Hanyang specifically, with about 10-15 education research groups, maybe 200-300 slots. However, the prediction field is for Hanyang University BK21 program, so I'll estimate 250 slots. For postdoc positions, with a minimum salary of 3M KRW per month, and assuming each postdoc costs about 36M KRW per year, and a portion of the budget goes to postdocs, I estimate about 2,000 nationally, and for Hanyang, about 30-50 positions. But the field asks for count, so I'll put 40.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_10_Inputs_revised_0,BK21,deepseek,BK21_deepseek_10,GraduateStudent:GraduateStudent,Inputs,revised,"fabricated=True; derived_estimate=True; unsupported=19,000; 36M; 2,000; derived_tokens=460,976 million","As a graduate student in an AI medical imaging lab at Hanyang University, I see the BK21 program's funding as the backbone of our research. The policy context states the total annual budget is about 408,080 million KRW for education research groups plus 52,896 million KRW for graduate innovation support, totaling 460,976 million KRW, but the resource logic mentions 408,080 million KRW for education research groups and 52,896 million KRW for innovation support, and the theory of change summary says 410,597 million KRW total. I'll use 410,597 million KRW as the total funding allocated, consistent with the summary. For graduate scholarship slots, with monthly stipends of 700K-1.3M KRW, and assuming an average of 1M KRW per month per student, and that the bulk of the education research group budget (355,151 million KRW) goes to student stipends, I estimate about 19,000 slots nationally, but for Hanyang specifically, with about 10-15 education research groups, maybe 200-300 slots. However, the prediction field is for Hanyang University BK21 program, so I'll estimate 250 slots. For postdoc positions, with a minimum salary of 3M KRW per month, and assuming each postdoc costs about 36M KRW per year, and a portion of the budget goes to postdocs, I estimate about 2,000 nationally, and for Hanyang, about 30-50 positions. But the field asks for count, so I'll put 40.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_11_Inputs_initial_0,BK21,deepseek,BK21_deepseek_11,EducationResearchGroup:EducationResearchGroup,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=36 million; 1,000; derived_tokens=19,000","As the head of a sociology education research group at a national university in Gwangju, I estimate the total funding allocated to Hanyang University's BK21 program for 2022 based on the policy context. The total support budget for 577 education research groups is 408,080 million KRW, but this includes carryover and evaluation management. The project budget for education research groups is 355,151 million KRW, which I take as the total funding allocated to Hanyang University's BK21 program, as it represents the direct research group support. For graduate scholarship slots, the policy states about 12,600 per year in future talent training and 6,400 in innovative talent training, totaling 19,000 slots nationally. Hanyang University, being a major institution, likely gets a proportional share, but I use the national total as a proxy for the program's scale. For postdoc positions, the policy mentions early-career researchers receive a minimum salary of 3 million KRW per month, and with a total budget of 355,151 million KRW, assuming an average postdoc salary of 36 million KRW per year, the number of postdoc positions is roughly 1,000 nationally, scaled to Hanyang's share. My estimates are grounded in the policy's resource logic and my experience managing a research group.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_11_Inputs_initial_1,BK21,deepseek,BK21_deepseek_11,EarlyCareerResearcher:EarlyCareerResearcher,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=36 million; 1,000; derived_tokens=19,000","As an early-career researcher at Hanyang University's BK21 program, I estimate the total funding allocated based on the policy context: the total support budget for 577 education research groups is 408,080 million KRW, but this includes carryover and evaluation management. The direct project budget for education research groups is 355,151 million KRW, which I take as the total funding allocated to Hanyang's BK21 program. For graduate scholarship slots, the policy states about 12,600 per year in future talent training and 6,400 in innovative talent training, totaling 19,000 slots nationally. Hanyang, being a major institution, likely gets a proportional share, but I use the national total as a proxy for the program's scale. For postdoc positions, the policy mentions early-career researchers receive a minimum salary of 3 million KRW per month, and with a total budget of 355,151 million KRW, assuming an average postdoc salary of 36 million KRW per year, the number of postdoc positions is roughly 1,000 nationally, scaled to Hanyang's share. My estimates are grounded in the policy's resource logic and my experience managing a research group. I note that the prior participant (광주) provided similar estimates, which aligns with my own reasoning, but I confirm them independently based on my direct involvement in the program.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_11_Inputs_initial_2,BK21,deepseek,BK21_deepseek_11,GraduateStudent:GraduateStudent,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=36 million; 1,000; derived_tokens=19,000","As a chemistry doctoral student at Pusan National University, I see the BK21 program's inputs from a researcher's perspective. The policy context states the total support budget for 577 education research groups is 408,080 million KRW, but the direct project budget for education research groups is 355,151 million KRW, which I take as the total funding allocated to Hanyang University's BK21 program, as it represents the direct research group support. For graduate scholarship slots, the policy mentions about 12,600 per year in future talent training and 6,400 in innovative talent training, totaling 19,000 slots nationally. Hanyang University, being a major institution, likely gets a proportional share, but I use the national total as a proxy for the program's scale. For postdoc positions, the policy mentions early-career researchers receive a minimum salary of 3 million KRW per month, and with a total budget of 355,151 million KRW, assuming an average postdoc salary of 36 million KRW per year, the number of postdoc positions is roughly 1,000 nationally, scaled to Hanyang's share. My estimates align with those of the prior participants, but I confirm them independently based on my direct involvement in the program.",
fabrication_derived_estimate_all,fabrication,BK21_deepseek_11_Inputs_initial_3,BK21,deepseek,BK21_deepseek_11,GraduateStudent:GraduateStudent,Inputs,initial,"fabricated=True; derived_estimate=True; unsupported=36 million; 1,000; derived_tokens=19,000","As a doctoral student in Korean language and literature at Pusan National University, I rely on the BK21 program's monthly stipend of 1.3 million KRW. The policy context states the total support budget for 577 education research groups is 408,080 million KRW, but the direct project budget for education research groups is 355,151 million KRW, which I take as the total funding allocated to Hanyang University's BK21 program, as it represents the direct research group support. For graduate scholarship slots, the policy mentions about 12,600 per year in future talent training and 6,400 in innovative talent training, totaling 19,000 slots nationally. Hanyang University, being a major institution, likely gets a proportional share, but I use the national total as a proxy for the program's scale. For postdoc positions, the policy mentions early-career researchers receive a minimum salary of 3 million KRW per month, and with a total budget of 355,151 million KRW, assuming an average postdoc salary of 36 million KRW per year, the number of postdoc positions is roughly 1,000 nationally, scaled to Hanyang's share. My estimates align with those of the prior participants, but I confirm them independently based on my direct involvement in the program.",
