utterance_id,policy_id,model_id,kg_role,sem_max_cosine,top1_norm_kind,top1_norm_ref,top1_norm_text,utterance_text
100E_deepseek_11_Inputs_revised_2,100E,deepseek,AIPractitioner:AIPractitioner,0.6153838634490967,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,"As a mid-career switcher who retrained through a Career Conversion Programme, I see the inputs as stated in the policy context: over S$500 million total funding and a co-funding cap of S$330,000 per project are explicit. For compute, I estimate 500,000 GPU hours based on typical national AI compute cluster capacity and the need to support dozens of experiments in 2023. For trainers, I estimate 50 personnel, which aligns with a lean but credible team to guide enterprises and practitioners, leveraging external experts as needed. Nadia's estimates match mine, and I concur with her reasoning."
BK21_deepseek_50_Activities_initial_0,BK21,deepseek,EarlyCareerResearcher:EarlyCareerResearcher,0.6587823629379272,edge_fact,edge_0040,The Ministry of Education funds education research groups through the BK21 project budget.,"As a postdoc at GIST, I see the BK21 program's activities phase as critical for translating budget allocations into actual support. Based on the policy context, the total funding allocated to Hanyang University is 91.216 billion KRW (my estimate from prior phase, consistent with the aggregated mean of 91.216 billion). Funds are disbursed in two installments: 70% in March (about 63.851 billion KRW) and 30% in September (about 27.365 billion KRW). I assume the transfer is efficient given the NRF's established processes, so total_funds_disbursed equals the allocated amount. Evaluation panels are convened for annual evaluations, mid-term evaluations, and compliance checks. The policy mentions annual evaluation of graduate innovation and mid-term evaluation for future talent training, plus compliance checks for innovative talent training. I estimate 3 formal panel meetings: one annual evaluation, one mid-term evaluation, and one compliance check meeting. Consulting sessions are offered to education research groups that wish to receive consulting; the policy states 280 out of 578 groups received consulting. For Hanyang, with about 10-15 groups, I assume a proportional share, but the consulting_sessions_held field is a count of sessions, not groups. Since consulting is provided to groups that request it, and the national number is 280 sessions, I estimate Hanyang's share proportionally: 280 * (12/577) ≈ 5.8, but the field asks for total sessions across all groups, not per group. Given the policy context says 280 groups received consulting, I interpret consulting_sessions_held as the number of sessions provided to Hanyang's groups. With 12 groups and each likely receiving one session, I estimate 12 sessions. However, the policy says 280 groups out of 578 received consulting, so for Hanyang's 12 groups, about 12 * (280/578) ≈ 5.8, so 6 sessions. But the field might be national? The prediction_fields are for Hanyang's program, so I'll use 6. Compliance checks are executed on 205 innovative talent training groups nationally. For Hanyang, if it has about 12 groups, and assuming all are in the innovative talent training track (since Hanyang is a large university), then compliance_checks_executed = 12. But the policy says 205 groups are subject to compliance checks, and Hanyang's share proportionally is 205 * (12/577) ≈ 4.3, so 4 checks. I'll go with 4. Budget adjustments are handled by the Project Oversight Committee based on evaluation outcomes, but that's beyond this phase."
BK21_deepseek_24_Inputs_revised_2,BK21,deepseek,GraduateStudent:GraduateStudent,0.6893214583396912,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.","As a doctoral student in Korean language and literature at Hanyang University, I see the BK21 inputs from the ground. The policy context states the total national budget for education research groups is 355,151 million KRW plus 52,896 million KRW for graduate innovation support, totaling about 408,047 million KRW. However, the prediction field asks for Hanyang University specifically. From the KG data, Hanyang is one of 68 universities with multiple research groups; I estimate Hanyang has about 5% of the national total, given its size and number of groups. That gives about 20,530 million KRW for Hanyang. I round to 20.53 billion KRW. For graduate scholarship slots, the policy says 12,600 future talent and 6,400 innovative talent graduate students nationally, totaling 19,000. Hanyang's share at 5% is 950 slots. For postdoc positions, the national total is not directly stated; I estimate about 300 nationally based on 205 innovative talent groups and 200 future talent groups each having 1-2 postdocs. Hanyang's 5% share gives 15 postdoc positions. I disagree with the other participants who used national totals; the field explicitly says 'Hanyang University BK21 program', so I use Hanyang-specific estimates."
100E_gemini_49_Activities_initial_3,100E,gemini,PolicyRole:AI for Public Good Principle,0.6413888931274414,edge_fact,edge_0024,The 100 Experiments programme targets Singapore enterprises to adopt AI.,"As an SME engineer eager to leverage AI for quality inspection, the robust financial commitment of S$500 million, the substantial 1.8 million GPU hours, and the 111 dedicated trainers from the prior phase set a strong foundation for a highly active 'Activities' phase in 2023. I anticipate a significant number of enterprise outreach sessions, around 200, to ensure broad engagement and allow SMEs like mine to discover and submit problem statements for the 100E program. These sessions are crucial for identifying diverse challenges, including those relevant to industrial computer vision. The 36 researcher-matchmaking events are essential for facilitating quality pairings between enterprises and researchers, ensuring that my company can find the right expertise to co-develop a custom AI solution. The 480 training workshops are vital for uplifting the AI practitioner pool; as someone who has completed AI fundamentals, I would actively seek out these opportunities to deepen my skills, especially in specialized areas. Finally, with the considerable allocation of GPU hours, 720 technical assistance sessions for platform onboarding are critical. This support is indispensable for an SME like mine to effectively utilize advanced AI tools and compute resources, preventing technical barriers from hindering our innovation efforts. My estimates largely align with other participants, reflecting a shared understanding of the operational needs given the strong inputs, particularly for matchmaking, training, and onboarding support which are directly beneficial to SMEs."
BK21_deepseek_12_Inputs_initial_0,BK21,deepseek,GraduateStudent:GraduateStudent,0.7367919683456421,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.","As a graduate student at Hanyang University's mechanical engineering department, I know our BK21 education research group receives a portion of the total national budget. The policy context states the total annual budget for education research groups is 408,080 million KRW plus 52,896 million KRW for graduate innovation support, totaling about 410,597 million KRW for 2022. For Hanyang, I estimate our share is around 2-3 billion KRW based on typical allocations for top engineering schools. Graduate scholarship slots: with monthly stipends of 700K-1.3M KRW, and assuming an average of 1M KRW per student per month, plus operating costs capped at 10%, the remaining funds support about 190 slots per year across all groups at Hanyang. Postdoc positions: minimum 3M KRW/month, so each postdoc costs 36M KRW/year. With limited budget left after student scholarships, I estimate about 3 postdoc positions per group, and Hanyang has roughly 10 groups, so 30 total. These numbers reflect my personal experience seeing how funds are distributed in our lab."
100E_deepseek_47_Activities_revised_3,100E,deepseek,AIResearcher:AIResearcher,0.6153005361557007,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.","Given the S$500 million funding and 50 trainers, I estimate 35 enterprise outreach sessions to engage diverse sectors like logistics, manufacturing, and healthcare. This balances Dr.'s 40 and A's 30, reflecting my view that the programme will prioritize quality over quantity but still ensure broad sector coverage. For matchmaking, 10 events seem sufficient to pair researchers with enterprise challenges, leveraging the 50 trainers and available compute. Training workshops should number around 20, focusing on practical AI skills for enterprises, similar to A's estimate, as I believe the programme will emphasize hands-on learning over ethics-only sessions. Platform onboarding assists are estimated at 90, reflecting the need to support enterprises in using the AI experimentation platform, especially for small businesses like those I hope to help. My estimates are grounded in the policy's scale and my experience with logistics sector resource constraints."
100E_deepseek_06_Inputs_initial_1,100E,deepseek,AIPractitioner:AIPractitioner,0.6943551301956177,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,"As an AI consultant working with SMEs, I see the government's commitment of over S$500 million as a strong signal to encourage AI adoption. The co-funding cap of S$330,000 per 100E project is realistic and attractive for SMEs like my clients, who often lack internal AI expertise. The 500,000 GPU hours seem reasonable based on typical allocations for national AI programs, providing enough compute for experimentation. The 50 trainers align with the need for hands-on guidance in a focused ecosystem, though I worry this may be stretched thin across many enterprises."
100E_deepseek_37_Activities_revised_0,100E,deepseek,PolicyRole:AI for Public Good Principle,0.6227717399597168,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.","Given the S$500 million total funding and 50 trainers, I estimate 200 enterprise outreach sessions to engage companies for problem statements, leveraging the co-funding cap to attract SMEs. With 500,000 GPU hours available, 30 matchmaking events pair researchers with enterprise challenges, focusing on high-impact projects. Training workshops are scaled to 100 sessions to reach the 15,000 practitioner target, using the 50 trainers efficiently. Platform onboarding assists are 150, reflecting the need for technical support to help SMEs use the AI experimentation platform, based on my AIAP experience where hands-on assistance was critical."
100E_gemini_39_Inputs_initial_2,100E,gemini,AIResearcher:AIResearcher,0.698099672794342,source_span,AIGrant:AI Research and Development Investment#span0,"We have committed more than S$500 million through AI Singapore (AISG) under the Research, Innovation and Enterprise (RIE) 2020 and 2025 plans.","As a senior research scientist in a government-funded AI lab, I have a clear understanding of the resources being deployed for NAIS 2.0, particularly for the initial phase in 2023. While the overall commitment is S$500 million, it's a multi-year strategy. For 2023, the initial allocation would be substantial to kickstart programs and infrastructure, but not the full amount. I agree with the AIPractitioner that S$150 million is a realistic figure for the first year's disbursement, representing a strong initial push. The S$330,000 co-funding cap for 100 Experiments is a well-known and critical detail for anyone involved in project proposals, and it's explicitly stated in the policy, so there's no debate there. From a research perspective, compute is paramount, and the 1,000,000 GPU hours estimated by others seems appropriate and necessary to support widespread experimentation and development. Finally, as a mentor in training programs, I know that human expertise is irreplaceable. To meet the ambitious talent development goals, a dedicated team of about 250 trainers and experts is essential to guide enterprises and practitioners effectively."
BK21_deepseek_12_Inputs_revised_0,BK21,deepseek,GraduateStudent:GraduateStudent,0.7367919683456421,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.","As a graduate student at Hanyang University's mechanical engineering department, I know our BK21 education research group receives a portion of the total national budget. The policy context states the total annual budget for education research groups is 408,080 million KRW plus 52,896 million KRW for graduate innovation support, totaling about 410,597 million KRW for 2022. For Hanyang, I estimate our share is around 2-3 billion KRW based on typical allocations for top engineering schools. Graduate scholarship slots: with monthly stipends of 700K-1.3M KRW, and assuming an average of 1M KRW per student per month, plus operating costs capped at 10%, the remaining funds support about 190 slots per year across all groups at Hanyang. Postdoc positions: minimum 3M KRW/month, so each postdoc costs 36M KRW/year. With limited budget left after student scholarships, I estimate about 3 postdoc positions per group, and Hanyang has roughly 10 groups, so 30 total. These numbers reflect my personal experience seeing how funds are distributed in our lab."
BK21_deepseek_38_Inputs_revised_4,BK21,deepseek,EarlyCareerResearcher:EarlyCareerResearcher,0.7357760071754456,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.","As an early-career researcher at a BK21 education research group in Seoul, I base my estimates on the policy context. The total support budget for all 577 education research groups is 408,080 million KRW, but the education research group project budget is explicitly stated as 355,151 million KRW. This is the total funding allocated to all groups, not just Hanyang. For graduate scholarship slots, the policy states about 12,600 per year in future talent training and 6,400 in innovation talent training, totaling 19,000 slots nationally. I adopt this as ground truth. For postdoc positions, the policy does not give a direct number, but with a minimum salary of 3 million KRW per month and typical group budgets, I estimate about 600 postdoc positions nationally. This is based on the ratio of postdoc salary costs to total budget, assuming each postdoc costs about 36 million KRW per year, and the total budget for postdocs is a portion of the 355,151 million KRW. I disagree with 이미경's estimate of 600 postdocs nationally because she seems to have used a different reasoning, but my own calculation from the budget supports a similar number. However, I note that her estimate for Hanyang-specific slots is not needed here as the prediction fields are for the entire program, not just Hanyang."
100E_deepseek_41_Inputs_revised_2,100E,deepseek,PolicyRole:AI for Public Good Principle,0.6924524307250977,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As a senior civil servant in the Smart Nation Group, I have been directly involved in the design of NAIS 2.0's resource allocation. The policy explicitly commits over S$500 million for AI R&D, and the co-funding cap of S$330,000 per 100E project is a stated figure. For compute, I estimate 500,000 GPU hours based on typical allocations for national AI programmes, which aligns with the need to support dozens of experiments. The trainer count of 50 is based on the lean, expert team model we adopted to ensure quality mentorship in the AI Apprenticeship Programme and workshops. I note that other participants have posted similar estimates, which reinforces my confidence in these numbers."
100E_deepseek_41_Inputs_initial_1,100E,deepseek,PolicyRole:AI for Public Good Principle,0.7280710935592651,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As an AI consultant working with SMEs, I see NAIS 2.0's inputs as ambitious but grounded. The S$500 million total funding is stated in the policy, so I take that as fact. The S$330,000 co-funding cap per 100E project is also explicit. For compute, I estimate 500,000 GPU hours based on typical national AI programme allocations I've seen, which should support dozens of experiments. The 50 trainers estimate comes from my experience: AI Singapore's apprenticeship programme and workshops need a lean but expert team to guide enterprises and practitioners effectively. I disagree with any higher estimates because scaling too fast would dilute quality."
100E_gemini_23_Activities_revised_3,100E,gemini,AIPractitioner:AIPractitioner,0.6753072738647461,node_summary,PolicyAction:15 Actions,15 strategic actions to support AI ambitions over 3-5 years.,"As a junior data scientist who transitioned into AI through a career conversion program, I understand the immense value of accessible programs and practical support. Given the late 2023 publication of NAIS 2.0, the 'Activities' phase for this period would be focused on laying critical groundwork and initiating engagement. With S$100 million in initial funding and 250 trainers, there's a strong foundation, but the short timeframe necessitates a pragmatic approach. I estimate 12 enterprise outreach sessions, aligning with the higher end of other participants' estimates (8-12). This reflects a strong initial push to cast a wide net and identify diverse problem statements for 100E, which is crucial for startups like the healthcare one I work for. For researcher-enterprise matchmaking, I agree with the consensus of 3 events. This process requires careful curation and cannot be rushed, so quality over quantity is key in this initial phase. Regarding training workshops, I estimate 50. While this is higher than some policy-focused estimates (40-45), it's lower than the most optimistic (60). My personal experience highlights the critical need for skill development, and with 250 trainers available, a solid initial rollout of foundational workshops is achievable and necessary to kickstart the expansion of the AI practitioner pool. Finally, for platform onboarding assistance, I concur with the consensus of 40 sessions. This is a practical number for supporting the initial cohort of enterprises and researchers in utilizing the allocated 5 million GPU hours, ensuring they can effectively begin their AI experimentation."
BK21_deepseek_28_Activities_initial_2,BK21,deepseek,EducationResearchGroup:EducationResearchGroup,0.624589204788208,edge_fact,edge_0068,The Ministry of Education pays the evaluation management and operation budget in two installments: about 70% in March and about 30% in September.,"As the head of an education research group in biomedical sciences at Pusan National University, I see the activities phase as the direct implementation of the resource logic from the inputs. The policy context clearly states the annual budget is 408,080 million KRW, and the payment schedule is 70% in March and 30% in September, so I estimate total funds disbursed at 408,080 million KRW, matching the policy-stated amount. Evaluation panels are convened for annual, mid-term, and compliance purposes, so I estimate 3 formal meetings. The policy context states that consulting was provided to 280 education research groups that requested it, so I use that number directly. Compliance checks target the 205 innovative talent training groups, as stated in the policy. I note that the prior participants from Chungnam National University and Jeonbuk National University gave similar estimates, which aligns with my independent reasoning from the policy context. Budget adjustments based on evaluation outcomes are handled by the Project Oversight Committee, but I focus on the direct activities here."
100E_gemini_37_Inputs_revised_2,100E,gemini,AIResearcher:AIResearcher,0.684817910194397,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As a postdoctoral fellow focused on commercializing privacy-enhancing AI, I view the NAIS 2.0 inputs as a critical foundation for both fundamental research and practical application. The S$500 million commitment is a strong signal of national intent, providing the necessary financial runway for ambitious projects, including the R&D investment grant I aim to apply for. The S$330,000 co-funding cap for 100E projects is a significant incentive for enterprises to engage with researchers like myself, enabling the development of specialized solutions. For my work in privacy-preserving machine learning, substantial compute resources are non-negotiable; the estimated 900,000 GPU hours are a realistic allocation to support the intensive experimentation required. Finally, to bridge the gap between advanced research and industry adoption, a dedicated team of around 200 expert trainers is essential to ensure that enterprises can effectively implement and benefit from these new AI capabilities, which aligns with my goal of seeing my frameworks widely adopted."
100E_gemini_19_Inputs_revised_4,100E,gemini,PolicyRole:AI for Public Good Principle,0.66933274269104,node_summary,AIGrant:Co-funding Grant,"Financial co-funding provided by AISG for 100E projects, up to S$330,000 per project.","As a junior data analyst working on an AI project for sustainability reporting, I see these inputs as the foundational resources enabling initiatives like mine. The 'over S$500 million' commitment is significant, and the S$100 million allocated for 2023 seems a pragmatic and strong start to get various AI R&D initiatives, including those I might eventually contribute to, off the ground. The S$330,000 co-funding cap for 100E projects is a clear and crucial parameter that directly impacts project viability and planning, which is important for companies like the digital native one I work for. Access to 1.5 million GPU hours is absolutely vital for developing and testing resource-intensive AI algorithms, especially as we explore complex models for environmental impact. Finally, having 80 dedicated AI trainers is essential to build the skilled workforce needed to drive Singapore's AI ambitions, ensuring that practitioners like myself can continue to grow and contribute. I find the estimates from the other participants to be well-aligned with the practical realities and policy commitments I observe."
BK21_deepseek_50_Activities_revised_1,BK21,deepseek,GraduateStudent:GraduateStudent,0.6807510852813721,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.","As a doctoral student at a science and technology university in Daejeon, I am part of the BK21 program and receive a monthly stipend of 1.3 million KRW. Based on the prior phase, I estimated Hanyang University's total funding allocation at 12 billion KRW. The policy states funds are disbursed in two installments: 70% in March (8.4 billion KRW) and 30% in September (3.6 billion KRW). I assume the NRF transfers these efficiently, so total_funds_disbursed equals the allocated amount. Evaluation panels are convened for annual evaluations, mid-term evaluations, and compliance checks. The policy mentions three types of formal meetings: one annual evaluation, one mid-term evaluation, and one compliance check meeting, so I estimate 3 panels. Consulting sessions are provided to education research groups that request them. Nationally, 280 out of 578 groups received consulting. For Hanyang's 12 groups, the proportional share is about 6 sessions (12 * 280/578 ≈ 5.8). Compliance checks are executed on 205 innovative talent training groups nationally. For Hanyang's 12 groups, the proportional share is about 4 checks (12 * 205/578 ≈ 4.3). I disagree with 전남대학교's estimate of 280 consulting sessions and 205 compliance checks, as those are national totals, not Hanyang-specific. The prediction_fields are for Hanyang's program, so I use proportional estimates based on Hanyang's share of groups."
100E_deepseek_02_Inputs_revised_4,100E,deepseek,PolicyRole:AI for Public Good Principle,0.7098619937896729,edge_fact,edge_0105,"AISG provides co-funding of up to S$330,000 per project for the 100 Experiments programme.","As a product manager in a health-tech startup working with the 100 Experiments programme, I see the government's commitment of over S$500 million for AI R&D as a solid foundation. The cap of S$330,000 per project is clearly stated in the policy and aligns with what I've seen in practice. For compute infrastructure, I estimate around 1 million GPU hours available for AI experimentation in 2023, based on the government's investment in compute and the need to support multiple projects and training programmes. For trainers, I estimate about 50 AI experts and trainers, drawing from my network of colleagues who have been recruited to guide enterprises and practitioners through programmes like 100E and AIAP. I agree with Dr. (mi2gyg), A (noz9oi), Mei (PolicyRole), and As (AIPractitioner) on these numbers as they reflect the policy context and my own observations."
100E_gemini_48_Inputs_initial_1,100E,gemini,AIResearcher:AIResearcher,0.7142032980918884,source_span,AISingapore:AISingapore#span5,"AISG helps pair companies with public researchers to develop AI solutions that address the former's problem statement, and provides co-funding of up to S$330,000 per project.","As a senior research scientist deeply involved in applying AI, I see the 'Inputs' phase as the foundational commitment to fuel our work. The government's overall commitment of over S$500 million for AI R&D under NAIS 2.0 is significant, and for 2023, I anticipate a substantial allocation of S$150 million to drive key research and industry collaboration initiatives, especially through programs like 100E. The S$330,000 co-funding cap per 100E project is a critical figure that directly impacts the scope and ambition of the projects we can undertake with industry partners, and it's a known policy fact. From my perspective, access to robust compute infrastructure is non-negotiable for advanced AI experimentation, particularly for deep learning models, and I expect around 1 million GPU hours to be made available to support the diverse research and development efforts across the nation. Finally, as someone who mentors talent, I recognize the immense value of expert guidance; a dedicated team of about 75 AI experts and trainers is essential to support enterprises and practitioners, aligning with our goal to build a strong local AI talent pool. I find the estimates from the AIPractitioner to be well-aligned with my own understanding of the resources being deployed for 2023."
100E_gemini_16_Inputs_revised_3,100E,gemini,PolicyRole:AI for Public Good Principle,0.7888884544372559,source_span,AIGrant:AI Research and Development Investment#span0,"We have committed more than S$500 million through AI Singapore (AISG) under the Research, Innovation and Enterprise (RIE) 2020 and 2025 plans.","As an entrepreneur who has directly benefited from the 100 Experiments programme, these input figures represent the essential resources that enable innovation and growth in Singapore's AI ecosystem. The 'over S$500 million' commitment is the overarching financial backbone, signaling a serious national effort to drive AI R&D, which is crucial for attracting talent and sustained project development. The S$330,000 co-funding per 100E project is a critical incentive that directly reduces the financial risk for startups like mine, allowing us to tackle ambitious, public-good oriented AI solutions in areas like urban mobility. Access to significant compute capacity, estimated at 2 million GPU hours annually, is absolutely vital for developing and deploying the complex real-time routing algorithms and generative AI models that power our solutions. Finally, the allocation of around 200 AI experts and trainers is indispensable for upskilling the workforce and guiding new practitioners, ensuring a robust talent pipeline that my company and others can tap into. I find the estimates from the AI researchers and practitioners to be consistent with my own understanding of the resources required and committed for 2023."
100E_deepseek_01_Inputs_initial_1,100E,deepseek,AIResearcher:AIResearcher,0.6592830419540405,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,"As an AI research scientist in a multinational lab, I see the policy's resource commitments as stated: over S$500 million total funding, with S$330,000 cap per 100E project. The compute allocation of 500,000 GPU hours seems plausible given typical national AI programs of this scale, though I suspect actual usage may be higher if demand surges. The 50 trainers figure aligns with the need for a dedicated but lean team to guide enterprises and practitioners, consistent with my experience in industry-academia collaborations."
100E_deepseek_21_Activities_revised_2,100E,deepseek,AIResearcher:AIResearcher,0.6751583814620972,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.","As a lead AI researcher at a fintech startup, I see the 100E programme's activities through the lens of practical engagement. With S$500 million funding and 200 trainers, I estimate 40 enterprise outreach sessions. This is lower than Ling's 50 because, in my experience, meaningful engagement with enterprises, especially in fintech, requires deeper, targeted sessions to identify problem statements with no off-the-shelf AI solution. Ling's estimate may assume broader but shallower outreach, which could dilute quality. For researcher matchmaking events, I estimate 15, as pairing researchers with enterprise challenges is complex and benefits from smaller, focused events to ensure quality matches. Ling's 20 seems optimistic given the need for thorough vetting. Training workshops at 30 sessions reflect the need to upskill both trainers and participating organizations; with 200 trainers, each workshop can train about 6-7 organizations, aligning with the 100E target of 100 experiments. Platform onboarding assists at 80 are based on the technical complexity of onboarding onto an AI experimentation platform; each assist requires significant trainer time, and with 200 trainers, 80 assists is a reasonable allocation for the first year, considering that not all enterprises will need intensive support. My estimates align more closely with I's (kl4qrd) practical perspective, though I lean slightly higher on outreach due to the need to engage diverse sectors beyond healthcare."
BK21_deepseek_27_Inputs_initial_4,BK21,deepseek,EducationResearchGroup:EducationResearchGroup,0.7561310529708862,source_span,ResearchScholarship:Future Talent Training Project Budget Allocation#span0,"2022 detailed project budget: Future Talent Training Project, science and technology fields subtotal 191,490 million KRW.","As a professor leading an innovative talent training education research group at Hanyang University ERICA, I view the BK21 budget as a national pool. The policy context clearly states the total budget for 2022 is 410,597 million KRW, which includes 408,080 million KRW for education research group support, 52,896 million KRW for graduate innovation support, and 2,550 million KRW for evaluation management. This is the national figure, not Hanyang-specific. The graduate scholarship slots are derived from the policy's stated numbers: about 12,600 future talent and 6,400 innovative talent students per year, summing to 19,000 nationally. For postdoc positions, I estimate 300 based on the project budget of 355,151 million KRW and the minimum salary of 3 million KRW per month. Assuming each postdoc costs 36 million KRW annually, and that postdocs constitute roughly 3% of the project budget (consistent with typical BK21 allocation), we get about 300 positions. I agree with other participants that these are national figures, as the policy does not break down by university. My perspective as an education research group leader confirms that these numbers are plausible for the national program."
100E_deepseek_36_Activities_initial_0,100E,deepseek,PolicyRole:AI for Public Good Principle,0.7333693504333496,edge_fact,edge_0118,AISG implements the 100E programme by pairing companies with researchers and providing co-funding.,"As a health-tech startup founder, I see the 100E programme as a direct pathway to solve real-world problems with AI. With S$500M total funding and 50 trainers available, I estimate 20 enterprise outreach sessions to engage companies across sectors like healthcare, logistics, and finance. This is based on my experience that meaningful outreach requires multiple touchpoints per sector. For matchmaking, I estimate 10 events to pair researchers with enterprise challenges, as each event can handle 10-15 pairings, and we need to cover diverse problem statements. Training workshops: 15 seems right given 50 trainers can run multiple parallel sessions, and each workshop can train 20-30 participants. Platform onboarding: 100 assists, one per approved project, as the 100E target is 100 projects. My startup's own experience with AI deployment confirms that hands-on onboarding is critical for adoption."
100E_gemini_29_Inputs_revised_3,100E,gemini,PolicyRole:AI for Public Good Principle,0.6692893505096436,node_summary,GovernmentAgency:Singapore Government,"Public sector body that believes in AI's transformative potential and commits to realizing AI benefits through NAIS 2.0. Public sector body setting out plans to build AI ecosystem, develop workforce, provide infrastructure, and foster trusted environment. Public sector body that transacts digitally with citizens and deploys AI for public services. Public sector body that believes AI can be a force for good and invests in AI for economic growth. National government refining AI strategies to address breakthroughs and concerns. Public sector body that sets out NAIS 2.0 and drives Smart Nation journey. Public sector body that develops and deploys AI for public services, leading NAIS 2.0. Public sector body that provides platforms to bring the AI community together and facilitate connections. Public sector body ensuring reliable, localized access to high-performance compute for AI activities. Singapore's government engages internationally to shape AI governance and safety. Public sector body that participates in international AI governance and promotes inclusive AI development. Public sector body committed to being an international partner on AI innovation and governance. Public sector body committed to developing and deploying AI well, leveraging gains to be a global pace-setter. Public sector body that profiles Singapore's AI approaches and develops capacity-building initiatives. National government leading the AI for Public Good movement and forging partnerships. The Government of the Republic of Singapore is the copyright holder and publisher of the NAIS 2.0 document, indicating its role as the authoritative body behind the AI strategy.","As an experienced data scientist focused on AI for public good and financial inclusion, I view the 'Inputs' phase for 2023 as crucial for establishing a robust yet responsible foundation for NAIS 2.0. For total funding, I estimate S$135 million for 2023. While the overall commitment is over S$500 million, a measured initial allocation ensures that proper governance, ethical frameworks, and responsible deployment strategies can be integrated from the outset, aligning with my goal of fair AI. This aligns with AI (dwc49r)'s reasoning for a measured approach, differing from Dr. 92aay3's more aggressive initial spend, as quality and ethical integration are paramount. The maximum co-funding per 100E project is clearly stated at S$330,000, which provides essential clarity for project planning and budgeting, a principle I value from my banking background. For available GPU hours, I estimate 520,000. While I acknowledge the need for substantial compute for complex models, especially in areas like credit risk, my focus on responsible and interpretable AI means prioritizing secure, auditable, and efficient use of resources. This is higher than AI (dwc49r)'s estimate, as robust validation and deployment of ethical AI still demand significant compute, but it's less than Dr. 92aay3's projection, reflecting a balanced approach. Finally, to effectively build a practitioner pool capable of developing responsible AI products, I estimate 62 trainer personnel. This robust number is essential for providing comprehensive support, embedding ethical AI principles, and tailoring training for diverse applications, including those for underserved segments, which is critical for my career goals. This is a stronger commitment than Jun's estimate and slightly higher than AI (dwc49r)'s, reflecting the depth of training required for responsible AI."
100E_gemini_04_Activities_revised_4,100E,gemini,PolicyRole:AI for Public Good Principle,0.6670386791229248,node_summary,PolicyAction:15 Actions,15 strategic actions to support AI ambitions over 3-5 years.,"As a senior retail executive, I see the 'Activities' phase as the crucial operationalization of the substantial resources committed in the prior phase. With S$125 million in funding, 500,000 GPU hours, and a dedicated team of 100 AI experts, a robust set of activities is essential to drive enterprise AI adoption. I anticipate approximately 250 enterprise outreach sessions will be organized. This extensive outreach is vital for identifying a diverse range of problem statements for the 100 Experiments program, ensuring companies like mine can find relevant challenges to solve with AI, such as demand forecasting or personalization. Following this, around 45 focused researcher-matchmaking events will be necessary to efficiently facilitate pairings between enterprises and researchers, leading to the target of 100 approved projects. For the teams involved in these projects, and to generally boost the AI practitioner pool, I expect 150 targeted training workshops to be conducted, leveraging the available trainers to provide practical skills. Finally, given the allocation of significant GPU hours and the need for enterprises to effectively utilize advanced AI experimentation platforms, about 250 technical assistance sessions for platform onboarding will be critical to ensure smooth adoption and experimentation, which is directly relevant to my exploration of CTO-as-a-Service. I find the estimates from the other participants to be practical and well-aligned with the scale of operations required to effectively engage enterprises and operationalize the strategy's goals."
