utterance_id,policy_id,model_id,scenario_uid,kg_role,deontic_status,violation_applicable,violation,violation_reason,grounding_status,grounded,sem_max_cosine,top1_norm_kind,top1_norm_ref,top1_norm_text,lex_grounded,lex_max_cosine,fabrication_applicable,fabricated,unsupported_tokens,derived_estimate,derived_estimate_tokens
BK21_deepseek_03_Inputs_revised_3,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7609214782714844,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.40688920758559693,True,False,,False,
BK21_deepseek_03_Inputs_revised_4,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.757269024848938,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.4405380808317421,True,False,,False,
BK21_deepseek_03_Activities_initial_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6017422676086426,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.33227900237084135,True,False,,False,
BK21_deepseek_03_Activities_initial_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6212106943130493,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.",False,0.326965527669542,True,False,,False,
BK21_deepseek_03_Activities_initial_2,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6276440620422363,node_summary,ResearchScholarship:Education Research Group Support Fund,"Fund allocated to education research groups, based on initial evaluation and recalculated amounts. Total support fund for education research groups; 355,151 million KRW.",False,0.30570986425096064,True,False,,False,
BK21_deepseek_03_Activities_initial_3,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.6452233195304871,edge_fact,edge_0114#source_text,Monthly stipends are paid to graduate students from the BK21 project budget.,False,0.354662122983996,True,False,,False,
BK21_deepseek_03_Activities_initial_4,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6705031394958496,source_span,NationalResearchFoundation:NationalResearchFoundation#span10,The National Research Foundation of Korea manages the BK21 program.,False,0.3403546866102758,True,False,,False,
BK21_deepseek_03_Activities_revised_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6017422676086426,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.33227900237084135,True,False,,False,
BK21_deepseek_03_Activities_revised_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6212106943130493,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.",False,0.326965527669542,True,False,,False,
BK21_deepseek_03_Activities_revised_2,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6276440620422363,node_summary,ResearchScholarship:Education Research Group Support Fund,"Fund allocated to education research groups, based on initial evaluation and recalculated amounts. Total support fund for education research groups; 355,151 million KRW.",False,0.30570986425096064,True,False,,False,
BK21_deepseek_03_Activities_revised_3,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.6452233195304871,edge_fact,edge_0114#source_text,Monthly stipends are paid to graduate students from the BK21 project budget.,False,0.354662122983996,True,False,,False,
BK21_deepseek_03_Activities_revised_4,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6705031394958496,source_span,NationalResearchFoundation:NationalResearchFoundation#span10,The National Research Foundation of Korea manages the BK21 program.,False,0.3403546866102758,True,False,,False,
BK21_deepseek_03_Outputs_initial_0,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29244283784370223,False,,,,
BK21_deepseek_03_Outputs_initial_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3433908506444499,False,,,,
BK21_deepseek_03_Outputs_initial_2,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3345264384951985,False,,,,
BK21_deepseek_03_Outputs_initial_3,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3573708195307323,False,,,,
BK21_deepseek_03_Outputs_initial_4,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3374626243328519,False,,,,
BK21_deepseek_03_Outputs_revised_0,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29244283784370223,False,,,,
BK21_deepseek_03_Outputs_revised_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3433908506444499,False,,,,
BK21_deepseek_03_Outputs_revised_2,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3345264384951985,False,,,,
BK21_deepseek_03_Outputs_revised_3,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3573708195307323,False,,,,
BK21_deepseek_03_Outputs_revised_4,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3374626243328519,False,,,,
BK21_deepseek_03_Outcomes_initial_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4150088718860766,False,,,,
BK21_deepseek_03_Outcomes_initial_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.40020835103177244,False,,,,
BK21_deepseek_03_Outcomes_initial_2,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4024175776240062,False,,,,
BK21_deepseek_03_Outcomes_initial_3,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3773402825612946,False,,,,
BK21_deepseek_03_Outcomes_initial_4,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.37733902321782886,False,,,,
BK21_deepseek_03_Outcomes_revised_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4150088718860766,False,,,,
BK21_deepseek_03_Outcomes_revised_1,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.40020835103177244,False,,,,
BK21_deepseek_03_Outcomes_revised_2,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4024175776240062,False,,,,
BK21_deepseek_03_Outcomes_revised_3,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3773402825612946,False,,,,
BK21_deepseek_03_Outcomes_revised_4,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.37733902321782886,False,,,,
BK21_deepseek_03_Impact_initial_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.32090685652069123,False,,,,
BK21_deepseek_03_Impact_initial_1,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29431693123413516,False,,,,
BK21_deepseek_03_Impact_initial_2,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.27716068203489247,False,,,,
BK21_deepseek_03_Impact_initial_3,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2887003552912971,False,,,,
BK21_deepseek_03_Impact_initial_4,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31385475885600017,False,,,,
BK21_deepseek_03_Impact_revised_0,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.32090685652069123,False,,,,
BK21_deepseek_03_Impact_revised_1,BK21,deepseek,BK21_deepseek_03,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29431693123413516,False,,,,
BK21_deepseek_03_Impact_revised_2,BK21,deepseek,BK21_deepseek_03,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.27716068203489247,False,,,,
BK21_deepseek_03_Impact_revised_3,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2887003552912971,False,,,,
BK21_deepseek_03_Impact_revised_4,BK21,deepseek,BK21_deepseek_03,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31385475885600017,False,,,,
BK21_deepseek_04_Inputs_initial_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7345995903015137,edge_fact,edge_0040,The Ministry of Education funds education research groups through the BK21 project budget.,False,0.39933475800215557,True,True,"1,200",True,"463,526 million; 19,000; 19,000"
BK21_deepseek_04_Inputs_initial_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.712364912033081,node_summary,EducationResearchGroup:EducationResearchGroup,"University department or team leading a BK21 education research group at Hanyang University. University department or team leading a BK21 education research group, receiving project budget and managing participants. University department or team that receives BK21 project budget and manages scholarships and salaries. Research group that submits self-evaluation reports and is subject to performance consulting. University department or team leading a BK21 education research group that submits consulting reports and participates in performance consulting. University department or team that recommends participants for commendation and shares performance outcomes. A group that operates the BK21 program and is subject to compliance checks and potential contract termination. University department or team leading a BK21 education research group, subject to mid-term evaluation and compliance with program rules. University department or team leading a BK21 education research group, receiving funding and managing participants. University department or team leading a BK21 education research group; receives project budget and indirect costs. University department or team leading a BK21 education research group, selected through competitive evaluation. University department or team selected to lead a BK21 education research group in a specific academic field. University department or team leading a BK21 education research group, selected through competitive evaluation and receiving project budget. University department or team that submits employment data and inputs indicators into the NRF system. University department or team leading a BK21 education research group, responsible for submitting employment data and managing budget.",False,0.38865256022600503,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_initial_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7196128368377686,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.39261013468127476,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_initial_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.6441526412963867,node_summary,EducationResearchGroup:EducationResearchGroup,"University department or team leading a BK21 education research group at Hanyang University. University department or team leading a BK21 education research group, receiving project budget and managing participants. University department or team that receives BK21 project budget and manages scholarships and salaries. Research group that submits self-evaluation reports and is subject to performance consulting. University department or team leading a BK21 education research group that submits consulting reports and participates in performance consulting. University department or team that recommends participants for commendation and shares performance outcomes. A group that operates the BK21 program and is subject to compliance checks and potential contract termination. University department or team leading a BK21 education research group, subject to mid-term evaluation and compliance with program rules. University department or team leading a BK21 education research group, receiving funding and managing participants. University department or team leading a BK21 education research group; receives project budget and indirect costs. University department or team leading a BK21 education research group, selected through competitive evaluation. University department or team selected to lead a BK21 education research group in a specific academic field. University department or team leading a BK21 education research group, selected through competitive evaluation and receiving project budget. University department or team that submits employment data and inputs indicators into the NRF system. University department or team leading a BK21 education research group, responsible for submitting employment data and managing budget.",False,0.4033300376314798,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_initial_4,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6433209180831909,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.",False,0.3399307411754006,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_revised_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7345993518829346,edge_fact,edge_0040,The Ministry of Education funds education research groups through the BK21 project budget.,False,0.39933475800215557,True,True,"1,200",True,"463,526 million; 19,000; 19,000"
BK21_deepseek_04_Inputs_revised_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7123651504516602,node_summary,EducationResearchGroup:EducationResearchGroup,"University department or team leading a BK21 education research group at Hanyang University. University department or team leading a BK21 education research group, receiving project budget and managing participants. University department or team that receives BK21 project budget and manages scholarships and salaries. Research group that submits self-evaluation reports and is subject to performance consulting. University department or team leading a BK21 education research group that submits consulting reports and participates in performance consulting. University department or team that recommends participants for commendation and shares performance outcomes. A group that operates the BK21 program and is subject to compliance checks and potential contract termination. University department or team leading a BK21 education research group, subject to mid-term evaluation and compliance with program rules. University department or team leading a BK21 education research group, receiving funding and managing participants. University department or team leading a BK21 education research group; receives project budget and indirect costs. University department or team leading a BK21 education research group, selected through competitive evaluation. University department or team selected to lead a BK21 education research group in a specific academic field. University department or team leading a BK21 education research group, selected through competitive evaluation and receiving project budget. University department or team that submits employment data and inputs indicators into the NRF system. University department or team leading a BK21 education research group, responsible for submitting employment data and managing budget.",False,0.38865256022600503,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_revised_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.7196127772331238,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.",False,0.39261013468127476,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_revised_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.6441525220870972,node_summary,EducationResearchGroup:EducationResearchGroup,"University department or team leading a BK21 education research group at Hanyang University. University department or team leading a BK21 education research group, receiving project budget and managing participants. University department or team that receives BK21 project budget and manages scholarships and salaries. Research group that submits self-evaluation reports and is subject to performance consulting. University department or team leading a BK21 education research group that submits consulting reports and participates in performance consulting. University department or team that recommends participants for commendation and shares performance outcomes. A group that operates the BK21 program and is subject to compliance checks and potential contract termination. University department or team leading a BK21 education research group, subject to mid-term evaluation and compliance with program rules. University department or team leading a BK21 education research group, receiving funding and managing participants. University department or team leading a BK21 education research group; receives project budget and indirect costs. University department or team leading a BK21 education research group, selected through competitive evaluation. University department or team selected to lead a BK21 education research group in a specific academic field. University department or team leading a BK21 education research group, selected through competitive evaluation and receiving project budget. University department or team that submits employment data and inputs indicators into the NRF system. University department or team leading a BK21 education research group, responsible for submitting employment data and managing budget.",False,0.4033300376314798,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Inputs_revised_4,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6433209180831909,edge_fact,edge_0133#source_text,"Education research group project budget includes graduate student support (research scholarship) at minimum monthly amounts: master's 700K, doctoral 1.3M, doctoral candidate 1M KRW.",False,0.3399307411754006,True,True,"1,200",True,"19,000; 19,000"
BK21_deepseek_04_Activities_initial_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6205132007598877,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.38255147814006446,True,False,,False,
BK21_deepseek_04_Activities_initial_1,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.68536376953125,node_summary,EvaluationReport:EvaluationReport,Document submitted by groups or universities for annual or mid-term evaluation. Various performance evaluation indicators and budget compilation standards for the 4th stage BK21 program.,False,0.38860550885289225,True,False,,False,
BK21_deepseek_04_Activities_initial_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.659662127494812,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.38744200012793867,True,False,,False,
BK21_deepseek_04_Activities_initial_3,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6905862092971802,node_summary,EvaluationReport:EvaluationReport,Document submitted by groups or universities for annual or mid-term evaluation. Various performance evaluation indicators and budget compilation standards for the 4th stage BK21 program.,False,0.36801383950333305,True,False,,False,
BK21_deepseek_04_Activities_initial_4,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6580251455307007,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.3827064594056989,True,False,,False,
BK21_deepseek_04_Activities_revised_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6205132007598877,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.38255147814006446,True,False,,False,
BK21_deepseek_04_Activities_revised_1,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,applicable,True,0.68536376953125,node_summary,EvaluationReport:EvaluationReport,Document submitted by groups or universities for annual or mid-term evaluation. Various performance evaluation indicators and budget compilation standards for the 4th stage BK21 program.,False,0.38860550885289225,True,False,,False,
BK21_deepseek_04_Activities_revised_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.659662127494812,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.38744200012793867,True,False,,False,
BK21_deepseek_04_Activities_revised_3,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,applicable,True,0.6905862092971802,node_summary,EvaluationReport:EvaluationReport,Document submitted by groups or universities for annual or mid-term evaluation. Various performance evaluation indicators and budget compilation standards for the 4th stage BK21 program.,False,0.36801383950333305,True,False,,False,
BK21_deepseek_04_Activities_revised_4,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,applicable,True,0.6580251455307007,node_summary,ResearchScholarship:Evaluation Management and Operation Budget,"Budget for evaluation management and operation; 2,550 million KRW.",False,0.3827064594056989,True,False,,False,
BK21_deepseek_04_Outputs_initial_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.44537761563807177,False,,,,
BK21_deepseek_04_Outputs_initial_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4102265331101196,False,,,,
BK21_deepseek_04_Outputs_initial_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4149498768946565,False,,,,
BK21_deepseek_04_Outputs_initial_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4098402841231256,False,,,,
BK21_deepseek_04_Outputs_initial_4,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.40686945480613806,False,,,,
BK21_deepseek_04_Outputs_revised_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.44537761563807177,False,,,,
BK21_deepseek_04_Outputs_revised_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4102265331101196,False,,,,
BK21_deepseek_04_Outputs_revised_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4149498768946565,False,,,,
BK21_deepseek_04_Outputs_revised_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.4098402841231256,False,,,,
BK21_deepseek_04_Outputs_revised_4,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.40686945480613806,False,,,,
BK21_deepseek_04_Outcomes_initial_0,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3406512446597036,False,,,,
BK21_deepseek_04_Outcomes_initial_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3269490490118798,False,,,,
BK21_deepseek_04_Outcomes_initial_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3208528685845339,False,,,,
BK21_deepseek_04_Outcomes_initial_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3184503210990648,False,,,,
BK21_deepseek_04_Outcomes_initial_4,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.324351832069641,False,,,,
BK21_deepseek_04_Outcomes_revised_0,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3406512446597036,False,,,,
BK21_deepseek_04_Outcomes_revised_1,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3269490490118798,False,,,,
BK21_deepseek_04_Outcomes_revised_2,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3208528685845339,False,,,,
BK21_deepseek_04_Outcomes_revised_3,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3184503210990648,False,,,,
BK21_deepseek_04_Outcomes_revised_4,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.324351832069641,False,,,,
BK21_deepseek_04_Impact_initial_0,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29477008995338466,False,,,,
BK21_deepseek_04_Impact_initial_1,BK21,deepseek,BK21_deepseek_04,EducationResearchGroup:EducationResearchGroup,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29764820434806694,False,,,,
BK21_deepseek_04_Impact_initial_2,BK21,deepseek,BK21_deepseek_04,EarlyCareerResearcher:EarlyCareerResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29369773648564995,False,,,,
BK21_deepseek_04_Impact_initial_3,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.29667823925371645,False,,,,
BK21_deepseek_04_Impact_initial_4,BK21,deepseek,BK21_deepseek_04,GraduateStudent:GraduateStudent,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2915382070014724,False,,,,
